carat,depth,table,pricerange,x,y,z
1.24,63.0,55.0,2,6.84,6.81,4.3
1.25,63.7,58.0,2,6.81,6.79,4.33
0.5,61.3,59.0,1,5.05,5.1,3.11
1.06,62.6,60.0,2,6.43,6.47,4.04
0.9,61.9,59.0,1,6.18,6.16,3.82
1.09,61.3,55.9,2,6.61,6.65,4.06
0.75,60.8,56.0,2,5.91,5.89,3.59
0.5,61.1,57.0,1,5.13,5.15,3.14
2.05,61.8,60.0,3,8.19,8.14,5.05
1.53,61.6,56.0,2,7.34,7.39,4.54
0.54,60.6,60.0,1,5.31,5.29,3.21
1.01,61.0,59.0,2,6.44,6.41,3.92
0.77,61.7,61.0,1,5.93,5.9,3.65
1.02,62.4,59.0,2,6.45,6.4,4.01
0.4,59.9,60.0,1,4.78,4.74,2.85
0.38,62.1,55.0,1,4.64,4.67,2.89
0.58,62.0,55.0,1,5.32,5.4,3.31
1.03,60.4,58.0,2,6.48,6.56,3.94
1.07,62.4,55.0,2,6.53,6.57,4.09
0.42,61.1,55.0,1,4.82,4.86,2.96
0.4,63.4,59.0,1,4.66,4.64,2.95
0.56,60.3,58.0,1,5.35,5.4,3.24
1.74,59.9,59.0,2,7.88,7.8,4.7
0.54,62.3,60.0,1,5.22,5.18,3.24
0.41,62.3,57.0,1,4.78,4.75,2.97
1.5,61.3,56.0,3,7.41,7.37,4.53
0.32,62.0,58.0,1,4.4,4.37,2.72
0.84,59.9,59.0,1,6.13,6.2,3.69
0.41,60.5,57.0,1,4.81,4.85,2.92
0.37,62.3,54.0,1,4.57,4.65,2.87
0.31,60.8,56.0,1,4.41,4.43,2.69
1.01,63.3,58.0,2,6.31,6.4,4.02
0.41,60.3,60.0,1,4.76,4.8,2.88
2.01,63.3,61.0,3,7.86,7.8,4.96
0.32,61.3,60.0,1,4.33,4.38,2.67
1.16,62.5,55.0,2,6.75,6.69,4.2
0.34,62.1,54.0,1,4.52,4.5,2.8
0.3,61.0,56.0,1,4.33,4.39,2.66
0.39,61.6,56.0,1,4.69,4.73,2.9
2.01,63.6,57.0,3,7.95,7.87,5.03
2.02,57.9,62.0,3,8.28,8.36,4.82
1.52,61.2,63.0,2,7.39,7.31,4.5
0.41,61.4,54.0,1,4.84,4.77,2.95
1.22,62.0,58.0,2,6.86,6.89,4.26
1.03,62.1,57.0,2,6.44,6.47,4.01
0.34,61.4,59.0,1,4.52,4.47,2.76
0.41,62.7,55.0,1,4.72,4.76,2.97
1.32,58.0,66.0,3,7.31,7.28,4.23
0.31,61.3,55.0,1,4.35,4.38,2.67
1.54,63.6,60.0,2,7.33,7.3,4.65
0.73,61.1,57.0,1,5.8,5.82,3.55
1.2,63.3,59.0,2,6.72,6.64,4.23
1.01,62.7,57.0,2,6.3,6.34,3.96
1.08,59.3,57.0,2,6.74,6.71,3.99
1.17,63.8,58.0,2,6.57,6.73,4.24
1.51,58.6,62.0,3,7.58,7.53,4.43
1.24,60.5,58.0,2,6.94,7.0,4.22
1.53,61.6,58.0,2,7.37,7.4,4.55
1.32,62.0,54.0,2,7.05,7.06,4.37
0.7,62.4,59.0,1,5.55,5.64,3.49
0.4,60.4,61.0,1,4.77,4.74,2.87
0.4,61.4,58.0,1,4.75,4.73,2.91
1.52,60.1,60.0,2,7.45,7.39,4.46
0.53,61.0,56.0,1,5.19,5.23,3.18
1.63,61.8,58.0,3,7.57,7.49,4.65
0.9,65.8,59.0,2,6.0,6.04,3.96
0.38,61.8,56.0,1,4.65,4.67,2.88
0.32,60.6,59.0,1,4.44,4.4,2.68
0.41,62.1,56.0,1,4.74,4.76,2.95
0.34,61.0,55.0,1,4.54,4.56,2.77
2.01,62.3,63.0,3,8.07,7.96,4.99
1.01,61.7,58.0,2,6.48,6.42,3.98
1.0,60.2,59.0,2,6.5,6.39,3.88
1.51,60.9,56.0,2,7.38,7.26,4.46
0.55,60.7,57.0,1,5.3,5.27,3.21
0.46,61.2,57.0,1,4.96,5.0,3.05
0.25,62.0,54.0,1,4.06,4.07,2.52
0.33,62.6,57.0,1,4.42,4.37,2.75
0.62,61.9,55.0,1,5.46,5.19,3.39
0.33,62.1,55.0,1,4.43,4.46,2.76
1.76,62.8,55.0,3,7.74,7.7,4.85
0.7,61.9,55.0,2,5.67,5.71,3.52
0.41,62.3,54.0,1,4.77,4.8,2.98
1.55,62.1,59.0,3,7.34,7.37,4.57
0.73,60.5,57.0,1,5.84,5.76,3.51
0.35,61.2,56.0,1,4.56,4.59,2.8
1.03,64.3,58.0,2,6.31,6.28,4.05
1.19,62.2,58.0,2,6.77,6.73,4.2
0.31,61.2,58.0,1,4.35,4.38,2.67
1.71,60.3,60.0,3,7.69,7.77,4.66
0.51,61.4,58.0,1,5.17,5.14,3.16
2.06,64.1,56.0,2,7.97,8.09,5.15
0.3,61.4,57.0,1,4.34,4.36,2.67
1.0,61.3,54.0,2,6.39,6.37,3.91
0.88,60.7,55.0,2,6.28,6.22,3.79
1.63,61.5,60.0,2,7.59,7.54,4.65
2.01,61.2,62.0,3,8.18,8.12,4.99
1.51,62.6,63.0,2,7.24,7.29,4.55
1.7,62.6,54.1,2,7.58,7.63,4.77
0.9,61.4,55.0,2,6.19,6.28,3.83
0.55,60.9,56.0,1,5.29,5.35,3.24
2.01,62.5,61.0,3,7.97,8.03,5.0
0.7,62.2,55.0,1,5.67,5.71,3.54
1.25,62.2,60.0,2,6.83,6.8,4.24
0.92,63.4,57.0,2,6.11,6.17,3.89
1.1,63.0,59.0,2,6.5,6.47,0.0
0.31,63.4,57.0,1,4.32,4.36,2.75
0.34,59.2,59.0,1,4.54,4.58,2.7
0.31,62.1,54.0,1,4.34,4.39,2.71
0.9,61.7,58.0,2,6.17,6.21,3.82
1.05,59.0,59.0,2,6.71,6.68,3.95
0.43,60.7,57.0,1,4.88,4.91,2.97
0.3,61.4,60.0,1,4.27,4.3,2.63
0.36,61.2,63.0,1,4.59,4.56,2.8
2.02,62.1,61.0,3,8.06,7.99,4.98
2.04,59.8,59.0,3,8.3,8.23,4.94
0.34,61.8,55.0,1,4.49,4.51,2.78
1.04,62.7,54.0,2,6.51,6.47,4.07
1.25,62.6,56.0,2,6.89,6.84,4.3
0.51,62.8,61.0,1,5.06,5.07,3.18
0.73,62.5,61.0,1,5.78,5.64,3.59
0.62,63.0,56.0,1,5.43,5.36,3.4
0.32,60.9,57.0,1,4.48,4.45,2.72
0.4,57.3,60.0,1,4.84,4.89,2.79
0.36,62.0,57.0,1,4.54,4.58,2.82
0.84,62.6,58.0,1,6.01,5.98,3.75
0.54,60.1,61.0,1,5.3,5.38,3.21
0.32,61.6,56.0,1,4.4,4.43,2.72
0.32,61.0,59.0,1,4.38,4.41,2.68
0.7,63.5,56.0,1,5.64,5.45,3.52
1.35,61.5,56.0,2,7.12,7.15,4.39
1.46,62.8,57.0,2,7.13,7.21,4.5
1.5,63.9,59.0,2,7.25,7.18,4.61
0.52,62.4,55.0,1,5.15,5.17,3.22
0.5,61.1,61.0,1,5.11,5.13,3.13
0.71,62.2,55.1,1,5.7,5.72,3.55
0.56,61.8,55.0,1,5.27,5.31,3.27
0.23,63.2,58.0,1,3.86,3.89,2.45
0.76,62.3,57.0,2,5.79,5.84,3.62
0.3,63.6,57.0,1,4.22,4.24,2.69
0.51,62.7,59.0,1,5.09,5.05,3.18
0.72,60.8,57.0,2,5.77,5.8,3.52
0.36,62.1,56.0,1,4.58,4.6,2.85
0.61,61.6,54.0,1,5.45,5.49,3.37
1.03,62.4,57.0,2,6.44,6.47,4.03
1.83,62.9,55.0,2,7.9,7.78,4.93
0.75,63.5,56.0,1,5.75,5.71,3.64
0.32,61.4,57.0,1,4.41,4.45,2.72
0.97,62.3,56.0,2,6.28,6.33,3.93
0.24,60.9,61.0,1,4.02,4.03,2.45
1.46,59.7,59.0,2,7.36,7.39,4.4
0.72,62.5,56.0,1,5.71,5.74,3.58
0.31,61.6,59.0,1,4.31,4.33,2.66
0.34,61.0,57.0,1,4.51,4.48,2.74
0.35,62.0,53.6,1,4.53,4.55,2.81
1.01,63.0,57.0,2,6.28,6.35,3.98
0.6,61.9,55.0,2,5.41,5.45,3.36
0.7,59.2,60.0,1,5.87,5.78,3.45
1.51,62.7,57.0,3,7.33,7.38,4.61
1.01,60.0,57.0,2,6.53,6.6,3.94
0.31,62.1,56.0,1,4.33,4.27,2.67
0.41,61.7,56.0,1,4.79,4.83,2.97
2.05,58.6,59.0,3,8.43,8.36,4.92
2.01,61.7,59.0,3,8.01,8.09,4.97
1.01,62.7,57.0,2,6.33,6.42,4.0
0.36,61.3,56.0,1,4.59,4.61,2.82
0.33,60.8,57.0,1,4.5,4.51,2.74
0.5,61.6,62.0,1,5.04,5.09,3.12
0.74,61.9,56.0,1,5.8,5.83,3.6
0.7,61.2,56.0,2,5.68,5.75,3.5
0.4,60.6,56.0,1,4.82,4.78,2.91
0.3,60.8,65.0,1,4.29,4.26,2.6
1.01,60.5,60.0,2,6.45,6.47,3.91
1.13,60.7,58.0,2,6.72,6.75,4.09
0.51,62.3,57.0,1,5.12,5.09,3.18
0.37,60.2,60.0,1,4.63,4.68,2.8
0.34,62.1,59.0,1,4.5,4.46,2.78
0.79,62.3,55.0,1,5.9,5.94,3.69
0.41,62.1,54.0,1,4.81,4.76,2.97
1.2,62.5,57.0,2,6.72,6.79,4.22
0.53,61.5,57.0,1,5.26,5.21,3.22
0.5,62.3,57.0,1,5.04,5.08,3.15
0.73,62.3,54.0,2,5.77,5.8,3.6
0.56,61.3,54.0,1,5.34,5.37,3.28
0.9,61.5,59.0,2,6.13,6.19,3.79
1.51,61.2,59.0,2,7.4,7.38,4.52
1.21,61.8,59.0,2,6.75,6.78,4.18
0.62,59.2,59.0,1,5.58,5.56,3.3
1.12,62.1,56.0,2,6.63,6.67,4.13
1.5,60.8,58.0,2,7.36,7.42,4.49
0.9,63.4,58.0,2,6.08,6.01,3.83
0.31,61.9,56.0,1,4.34,4.32,2.68
1.13,62.5,57.0,2,6.68,6.63,4.16
0.52,62.7,57.0,1,5.15,5.12,3.22
0.41,61.0,59.0,1,4.77,4.83,2.93
0.74,62.4,59.0,2,5.73,5.8,3.6
1.53,61.4,59.0,3,7.4,7.42,4.55
0.71,61.4,58.0,1,5.77,5.73,3.53
1.05,59.4,59.0,2,6.62,6.65,3.94
0.33,61.1,58.0,1,4.43,4.47,2.72
1.04,62.8,56.0,2,6.49,6.45,4.06
1.72,61.1,58.0,3,7.73,7.69,4.71
0.5,62.3,60.0,1,5.07,5.1,3.17
1.58,59.1,59.0,2,7.68,7.59,4.51
1.0,61.6,62.0,2,6.3,6.37,3.9
0.36,60.3,60.0,1,4.64,4.58,2.78
0.51,61.3,59.0,1,5.17,5.11,3.15
0.78,58.0,61.0,1,6.07,6.13,3.54
1.21,61.0,57.0,2,6.88,6.85,4.19
0.3,62.5,54.0,1,4.3,4.34,2.7
1.01,65.2,56.0,2,6.23,6.19,4.05
0.35,60.0,61.0,1,4.6,4.57,2.75
0.91,61.3,67.0,1,6.24,6.19,3.81
0.71,60.3,58.0,1,5.72,5.78,3.47
2.01,61.8,61.0,3,8.06,7.97,4.95
0.7,66.0,56.0,1,5.59,5.56,3.68
0.4,63.5,55.0,1,4.72,4.67,2.98
1.5,61.8,56.0,3,7.27,7.34,4.52
0.5,62.2,54.0,1,5.08,5.12,3.17
0.39,61.7,56.1,1,4.65,4.7,2.89
0.73,61.8,56.0,1,5.76,5.83,3.58
1.7,62.3,58.1,3,7.57,7.66,4.74
1.2,60.9,59.0,2,6.87,6.79,4.16
0.32,61.1,58.0,1,4.42,4.45,2.71
0.53,61.4,55.0,1,5.24,5.21,3.21
1.67,61.8,56.0,3,7.6,7.57,4.69
0.5,62.1,57.0,1,5.1,5.05,3.15
0.41,63.4,57.0,1,4.73,4.7,2.99
1.01,61.7,59.0,2,6.44,6.37,3.95
0.31,62.2,59.0,1,4.3,4.35,2.69
0.7,58.7,60.0,2,5.79,5.83,3.41
0.31,61.4,54.0,1,4.38,4.41,2.7
0.52,63.3,57.0,1,5.11,5.08,3.22
1.21,61.1,58.0,2,6.9,6.87,4.21
0.27,61.6,57.0,1,4.12,4.16,2.55
0.5,62.3,58.0,1,5.11,5.06,3.17
0.91,63.4,59.0,2,6.2,6.14,3.91
1.77,63.4,60.0,2,7.65,7.61,4.84
1.0,65.5,54.0,2,6.2,6.16,4.05
1.0,62.7,59.0,2,6.3,6.37,3.97
0.6,60.7,58.0,1,5.43,5.45,3.3
0.86,64.3,60.0,1,5.97,5.95,3.83
0.7,63.5,56.0,1,5.64,5.45,3.52
2.4,62.6,59.0,3,8.53,8.49,5.33
0.53,62.8,55.0,1,5.21,5.17,3.26
0.74,61.7,55.0,2,5.85,5.79,3.59
0.87,61.4,54.0,2,6.15,6.2,3.79
2.01,61.5,60.0,3,8.12,8.01,4.96
0.78,61.6,56.0,1,5.94,5.91,3.64
1.21,61.2,57.0,2,6.87,6.82,4.19
1.0,63.6,61.0,2,6.25,6.21,3.96
1.08,61.1,56.0,2,6.59,6.63,4.04
0.71,62.9,57.0,1,5.67,5.62,3.55
0.3,62.0,58.0,1,4.28,4.3,2.66
0.46,61.4,59.7,1,4.94,4.97,3.05
0.73,61.3,57.0,1,5.82,5.8,3.56
0.5,60.6,59.0,1,5.13,5.16,3.12
0.75,63.0,58.0,1,5.76,5.79,3.64
1.08,61.6,56.0,2,6.6,6.65,4.08
1.61,61.6,56.0,2,7.52,7.54,4.64
0.3,62.6,56.0,1,4.34,4.29,2.7
1.13,62.2,59.0,2,6.67,6.61,4.13
0.3,61.4,55.0,1,4.37,4.32,2.67
0.7,62.7,57.0,1,5.62,5.6,3.52
0.43,61.7,54.0,1,4.86,4.9,3.01
1.35,62.8,59.0,2,7.04,7.01,4.41
0.56,62.2,55.0,1,5.29,5.32,3.3
1.06,62.0,57.0,2,6.52,6.54,4.05
1.7,62.9,58.0,2,7.54,7.67,4.79
0.41,63.2,59.0,1,4.72,4.68,2.97
1.09,61.9,57.0,2,6.63,6.58,4.09
0.66,61.4,56.0,1,5.62,5.65,3.46
1.14,60.4,60.0,2,6.78,6.73,4.08
1.21,62.5,60.0,2,6.77,6.7,4.21
0.57,61.0,56.0,1,5.37,5.32,3.26
1.04,62.4,54.0,2,6.46,6.53,4.05
0.62,61.5,57.0,1,5.44,5.49,3.36
0.39,60.6,57.0,1,4.75,4.79,2.89
1.0,62.8,57.0,2,6.37,6.31,3.98
0.55,61.6,56.0,1,5.23,5.29,3.24
0.84,65.0,57.2,2,5.83,5.87,3.81
1.01,63.1,56.0,2,6.4,6.34,4.02
0.47,62.7,55.0,1,5.08,4.95,3.15
0.3,62.4,56.0,1,4.27,4.3,2.67
0.51,62.3,55.0,1,5.14,5.1,3.19
0.31,60.7,56.0,1,4.4,4.37,2.66
1.52,65.8,57.0,2,7.18,7.11,4.7
3.65,67.1,53.0,2,9.53,9.48,6.38
0.56,62.8,56.0,1,5.28,5.23,3.3
0.52,63.2,57.0,1,5.09,5.1,3.22
1.53,61.1,58.0,2,7.45,7.41,4.54
1.09,61.4,57.0,2,6.61,6.65,4.07
0.7,59.9,58.0,1,5.73,5.69,3.42
0.39,60.2,59.0,1,4.74,4.76,2.86
0.4,62.2,62.0,1,4.69,4.66,2.91
0.28,62.6,55.0,1,4.2,4.23,2.64
0.71,61.6,56.0,2,5.73,5.75,3.53
0.7,61.4,57.0,1,5.67,5.69,3.49
0.3,62.6,54.0,1,4.31,4.32,2.7
0.42,62.8,57.8,1,4.8,4.83,3.03
0.7,62.1,58.0,1,5.66,5.71,3.53
0.38,61.3,57.0,1,4.62,4.68,2.85
1.01,58.5,61.0,2,6.51,6.61,3.84
1.49,64.3,59.0,2,7.2,7.1,4.6
1.21,62.3,58.0,2,6.77,6.74,4.21
0.5,66.9,57.0,1,4.95,4.83,3.27
0.4,61.4,55.0,1,4.79,4.76,2.93
0.31,61.8,56.0,1,4.34,4.36,2.69
0.33,62.4,57.0,1,4.39,4.43,2.75
0.5,67.6,56.0,1,5.02,4.89,3.35
0.82,62.2,59.0,1,6.03,5.97,3.73
0.7,62.9,59.0,1,5.62,5.67,3.55
0.35,61.1,57.0,1,4.55,4.58,2.79
0.4,61.6,55.0,1,4.75,4.79,2.94
0.71,60.5,56.0,2,5.81,5.84,3.53
0.7,62.6,59.0,1,5.69,5.66,3.55
1.01,61.3,56.0,2,6.49,6.44,3.96
1.01,62.3,55.0,2,6.43,6.37,3.99
0.32,63.1,56.0,1,4.38,4.34,2.75
0.58,60.6,57.0,2,5.38,5.41,3.27
0.51,58.9,60.0,1,5.19,5.24,3.07
0.5,61.7,60.0,1,5.06,5.02,3.11
0.7,61.0,59.0,1,5.69,5.75,3.49
1.23,62.1,59.0,2,6.83,6.79,4.23
1.01,63.5,58.0,2,6.39,6.34,4.04
1.09,62.4,55.0,2,6.55,6.6,4.1
0.34,62.7,59.0,1,4.41,4.43,2.77
0.91,61.3,60.0,2,6.2,6.17,3.79
1.01,63.4,56.0,2,6.32,6.37,4.02
0.29,60.2,56.0,1,4.29,4.33,2.59
0.6,65.3,56.0,1,5.21,5.26,3.42
0.91,62.9,56.0,2,6.21,6.13,3.88
2.01,61.1,59.0,3,8.07,8.04,4.92
0.33,61.6,60.0,1,4.46,4.41,2.73
1.57,59.9,57.0,2,7.56,7.52,4.52
0.91,59.6,60.0,2,6.29,6.25,3.74
1.18,63.5,57.0,2,6.75,6.8,4.3
0.32,61.2,57.0,1,4.43,4.4,2.7
0.3,61.1,57.0,1,4.32,4.35,2.65
0.41,61.3,56.0,1,4.77,4.79,2.93
0.71,59.6,63.0,1,5.8,5.71,3.44
0.5,62.3,58.0,1,5.09,5.15,3.19
0.37,61.4,56.0,1,4.63,4.65,2.85
0.3,62.4,60.0,1,4.23,4.29,2.66
0.71,61.4,57.0,1,5.71,5.75,3.52
1.02,63.0,57.0,2,6.36,6.3,3.99
0.31,62.4,55.0,1,4.33,4.36,2.71
0.9,67.0,56.0,2,5.91,5.83,3.93
0.7,59.7,58.0,1,5.82,5.77,3.46
0.52,62.0,53.0,1,5.17,5.21,3.22
1.29,60.4,58.0,2,7.12,7.03,4.27
0.4,61.2,56.0,1,4.74,4.77,2.91
0.9,61.6,55.0,2,6.2,6.22,3.82
0.56,61.7,56.0,1,5.33,5.3,3.28
0.41,61.7,56.0,1,4.79,4.81,2.96
0.63,59.9,64.0,1,5.63,5.58,3.36
1.52,59.7,57.0,3,7.48,7.5,4.47
0.36,61.5,59.0,1,4.6,4.57,2.82
1.27,61.7,56.0,2,6.9,7.03,4.3
0.34,63.0,55.0,1,4.47,4.42,2.8
0.71,63.6,60.0,1,5.64,5.61,3.58
0.41,60.0,59.0,1,4.78,4.82,2.88
0.3,61.6,54.0,1,4.33,4.37,2.68
0.36,63.6,57.0,1,4.53,4.49,2.87
1.7,60.9,60.0,3,7.71,7.68,4.69
0.3,63.8,56.0,1,4.26,4.3,2.73
0.37,61.6,55.0,1,4.62,4.63,2.85
0.3,61.6,61.0,1,4.23,4.28,2.62
1.09,61.5,54.0,2,6.64,6.65,4.09
0.9,62.4,58.0,2,6.11,6.16,3.83
1.0,59.6,60.0,2,6.43,6.49,3.85
0.32,61.0,59.0,1,4.39,4.43,2.69
0.52,62.2,55.0,1,5.16,5.22,3.23
0.51,61.4,56.0,1,5.14,5.18,3.17
1.71,62.4,59.0,2,7.63,7.6,4.75
1.03,62.5,59.0,2,6.44,6.42,4.02
0.7,62.1,55.0,2,5.72,5.77,3.57
1.02,61.5,57.0,2,6.55,6.5,4.01
1.07,61.3,57.0,2,6.6,6.62,4.05
1.33,62.6,57.0,3,7.04,6.99,4.39
0.74,62.1,56.0,1,5.83,5.79,3.61
0.54,61.4,57.0,1,5.2,5.23,3.2
0.5,62.9,60.0,1,5.1,5.07,3.2
2.05,59.5,58.0,3,8.26,8.3,4.93
0.75,62.9,56.0,1,5.76,5.72,3.61
1.0,62.9,60.0,2,6.3,6.35,3.98
1.0,61.6,55.0,2,6.42,6.34,3.93
1.01,61.8,58.0,2,6.4,6.42,3.96
0.51,63.0,57.0,1,5.14,5.11,3.23
0.24,61.3,56.0,1,4.0,4.03,2.46
0.9,62.4,58.0,2,6.12,6.16,3.83
1.01,66.9,58.0,1,6.13,6.07,4.08
0.56,62.6,58.0,1,5.22,5.32,3.31
0.28,61.8,56.0,1,4.18,4.22,2.6
1.2,63.8,60.0,2,6.6,6.65,4.23
0.34,60.2,60.0,1,4.5,4.54,2.72
1.0,57.6,62.0,2,6.62,6.5,3.78
1.64,61.9,58.0,2,7.58,7.54,4.68
0.91,62.7,58.0,2,6.14,6.17,3.86
0.5,60.8,61.0,1,5.04,5.09,3.08
1.51,58.6,62.0,2,7.51,7.45,4.38
1.1,61.7,57.0,2,6.67,6.65,4.11
1.04,61.2,55.0,2,6.54,6.56,4.01
0.9,62.8,59.0,2,6.16,6.13,3.86
1.07,62.4,55.6,2,6.48,6.55,4.07
0.41,63.2,57.0,1,4.76,4.74,3.0
1.01,67.8,59.0,2,6.07,6.02,4.1
0.31,62.6,57.0,1,4.27,4.33,2.69
0.5,62.4,57.0,1,5.07,5.03,3.15
0.35,61.0,58.0,1,4.56,4.52,2.77
0.79,62.1,56.0,2,5.89,5.93,3.67
0.71,62.8,59.0,1,5.62,5.66,3.54
1.0,55.9,60.0,2,6.77,6.71,4.38
0.36,61.2,56.0,1,4.61,4.64,2.83
0.98,59.6,60.0,1,6.43,6.3,3.79
0.53,62.3,55.0,1,5.2,5.17,3.23
0.52,62.0,57.0,1,5.16,5.13,3.19
0.3,61.7,58.0,1,4.28,4.37,2.67
0.32,63.0,57.0,1,4.35,4.38,2.75
0.28,58.7,60.0,1,4.31,4.34,2.54
0.32,62.2,57.0,1,4.38,4.36,2.72
1.05,62.1,58.0,2,6.54,6.5,4.05
0.72,62.1,58.0,1,5.76,5.73,3.57
0.43,61.7,57.0,1,4.83,4.86,2.99
0.31,62.2,54.0,1,4.36,4.39,2.72
0.6,61.5,56.0,1,5.44,5.47,3.35
1.21,60.4,54.0,2,6.86,6.89,4.15
1.33,62.8,52.0,2,7.15,7.06,4.46
0.33,62.2,54.0,1,4.43,4.45,2.76
0.32,59.8,57.0,1,4.51,4.46,2.68
1.11,60.9,57.0,2,6.77,6.69,4.1
0.31,62.2,53.0,1,4.37,4.38,2.72
1.01,62.5,58.0,2,6.43,6.4,4.01
0.27,61.8,56.0,1,4.17,4.19,2.58
0.33,61.4,57.0,1,4.45,4.48,2.74
1.02,62.8,59.0,2,6.39,6.44,4.03
0.3,63.2,55.0,1,4.26,4.29,2.7
1.51,55.8,61.0,2,7.72,7.63,4.28
0.3,61.0,58.0,1,4.3,4.33,2.63
1.5,62.9,58.0,2,7.31,7.21,4.57
0.57,61.9,57.7,1,5.32,5.34,3.3
0.53,63.4,56.0,1,5.16,5.18,3.28
0.32,61.8,56.0,1,4.39,4.41,2.72
0.33,62.2,53.0,1,4.47,4.5,2.79
0.32,60.5,57.0,1,4.44,4.48,2.7
1.21,64.6,59.0,2,6.74,6.64,4.32
0.33,62.6,57.0,1,4.45,4.47,2.79
2.01,60.1,59.0,3,8.25,8.18,4.94
0.88,63.2,56.0,2,6.04,6.09,3.83
0.31,63.0,54.0,1,4.37,4.33,2.74
